epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1744041824816,2025-04-07T19.03.44.816,63.508,0.140,-0.893,-0.399
1744041824836,2025-04-07T19.03.44.836,63.528,0.177,-0.900,-0.415
1744041824856,2025-04-07T19.03.44.856,63.548,0.196,-0.903,-0.416
1744041824877,2025-04-07T19.03.44.877,63.569,0.219,-0.880,-0.417
1744041824897,2025-04-07T19.03.44.897,63.589,0.256,-0.889,-0.414
1744041824918,2025-04-07T19.03.44.918,63.610,0.286,-0.893,-0.408
1744041824938,2025-04-07T19.03.44.938,63.630,0.315,-0.832,-0.409
1744041824957,2025-04-07T19.03.44.957,63.649,0.359,-0.817,-0.389
1744041824978,2025-04-07T19.03.44.978,63.670,0.379,-0.843,-0.365
1744041824998,2025-04-07T19.03.44.998,63.690,0.404,-0.845,-0.347
1744041825019,2025-04-07T19.03.45.019,63.711,0.443,-0.831,-0.358
1744041825039,2025-04-07T19.03.45.039,63.731,0.485,-0.816,-0.359
1744041825058,2025-04-07T19.03.45.058,63.750,0.479,-0.821,-0.355
1744041825079,2025-04-07T19.03.45.079,63.771,0.478,-0.810,-0.376
1744041825099,2025-04-07T19.03.45.099,63.791,0.490,-0.827,-0.398
1744041825120,2025-04-07T19.03.45.120,63.812,0.492,-0.813,-0.397
1744041825140,2025-04-07T19.03.45.140,63.832,0.467,-0.810,-0.383
1744041825161,2025-04-07T19.03.45.161,63.853,0.442,-0.802,-0.387
1744041825180,2025-04-07T19.03.45.180,63.872,0.435,-0.809,-0.405
1744041825200,2025-04-07T19.03.45.200,63.892,0.413,-0.812,-0.420
1744041825221,2025-04-07T19.03.45.221,63.913,0.400,-0.830,-0.413
1744041825241,2025-04-07T19.03.45.241,63.933,0.377,-0.847,-0.392
1744041825262,2025-04-07T19.03.45.262,63.954,0.353,-0.878,-0.382
1744041825282,2025-04-07T19.03.45.282,63.974,0.314,-0.869,-0.385
1744041825301,2025-04-07T19.03.45.301,63.993,0.278,-0.868,-0.394
1744041825322,2025-04-07T19.03.45.322,64.014,0.251,-0.869,-0.382
1744041825342,2025-04-07T19.03.45.342,64.034,0.212,-0.903,-0.339
1744041825363,2025-04-07T19.03.45.363,64.055,0.154,-0.912,-0.315
1744041825383,2025-04-07T19.03.45.383,64.075,0.120,-0.891,-0.326
1744041825402,2025-04-07T19.03.45.402,64.094,0.107,-0.922,-0.312
1744041825423,2025-04-07T19.03.45.423,64.115,0.078,-0.930,-0.297
1744041825443,2025-04-07T19.03.45.443,64.135,0.052,-0.927,-0.285
1744041825464,2025-04-07T19.03.45.464,64.156,0.022,-0.934,-0.289
1744041825484,2025-04-07T19.03.45.484,64.176,0.045,-0.948,-0.277
1744041825505,2025-04-07T19.03.45.505,64.197,0.054,-0.935,-0.268
1744041825524,2025-04-07T19.03.45.524,64.216,0.047,-0.919,-0.288
1744041825544,2025-04-07T19.03.45.544,64.236,0.080,-0.935,-0.302
1744041825565,2025-04-07T19.03.45.565,64.257,0.086,-0.914,-0.327
1744041825586,2025-04-07T19.03.45.586,64.278,0.126,-0.922,-0.349
1744041825606,2025-04-07T19.03.45.606,64.298,0.146,-0.918,-0.374
1744041825627,2025-04-07T19.03.45.627,64.319,0.175,-0.910,-0.387
1744041825646,2025-04-07T19.03.45.646,64.338,0.210,-0.923,-0.385
1744041825666,2025-04-07T19.03.45.666,64.358,0.235,-0.888,-0.379
1744041825687,2025-04-07T19.03.45.687,64.379,0.281,-0.876,-0.368
1744041825707,2025-04-07T19.03.45.707,64.399,0.319,-0.869,-0.345
1744041825728,2025-04-07T19.03.45.728,64.420,0.352,-0.834,-0.306
1744041825747,2025-04-07T19.03.45.747,64.439,0.386,-0.825,-0.308
1744041825767,2025-04-07T19.03.45.767,64.459,0.411,-0.841,-0.344
1744041825788,2025-04-07T19.03.45.788,64.480,0.414,-0.843,-0.366
1744041825808,2025-04-07T19.03.45.808,64.500,0.419,-0.867,-0.365
1744041825829,2025-04-07T19.03.45.829,64.521,0.420,-0.856,-0.366
1744041825849,2025-04-07T19.03.45.849,64.541,0.454,-0.864,-0.356
1744041825868,2025-04-07T19.03.45.868,64.560,0.472,-0.860,-0.350
1744041825889,2025-04-07T19.03.45.889,64.581,0.467,-0.849,-0.357
1744041825909,2025-04-07T19.03.45.909,64.601,0.465,-0.851,-0.355
1744041825930,2025-04-07T19.03.45.930,64.622,0.431,-0.815,-0.359
1744041825950,2025-04-07T19.03.45.950,64.642,0.421,-0.787,-0.383
1744041825971,2025-04-07T19.03.45.971,64.663,0.427,-0.815,-0.398
1744041825990,2025-04-07T19.03.45.990,64.682,0.405,-0.844,-0.396
1744041826010,2025-04-07T19.03.46.010,64.702,0.375,-0.855,-0.375
1744041826031,2025-04-07T19.03.46.031,64.723,0.339,-0.865,-0.359
1744041826051,2025-04-07T19.03.46.051,64.743,0.296,-0.907,-0.364
1744041826072,2025-04-07T19.03.46.072,64.764,0.266,-0.940,-0.385
1744041826091,2025-04-07T19.03.46.091,64.783,0.239,-0.933,-0.391
1744041826111,2025-04-07T19.03.46.111,64.803,0.232,-0.919,-0.353
1744041826132,2025-04-07T19.03.46.132,64.824,0.186,-0.883,-0.316
1744041826152,2025-04-07T19.03.46.152,64.844,0.148,-0.876,-0.310
1744041826173,2025-04-07T19.03.46.173,64.865,0.103,-0.900,-0.330
1744041826193,2025-04-07T19.03.46.193,64.885,0.089,-0.906,-0.348
1744041826212,2025-04-07T19.03.46.212,64.904,0.070,-0.917,-0.344
1744041826233,2025-04-07T19.03.46.233,64.925,0.038,-0.908,-0.318
1744041826253,2025-04-07T19.03.46.253,64.945,0.020,-0.899,-0.280
1744041826274,2025-04-07T19.03.46.274,64.966,0.036,-0.933,-0.249
1744041826294,2025-04-07T19.03.46.294,64.986,0.039,-0.937,-0.246
1744041826315,2025-04-07T19.03.46.315,65.007,0.055,-0.940,-0.262
1744041826334,2025-04-07T19.03.46.334,65.026,0.078,-0.932,-0.308
1744041826355,2025-04-07T19.03.46.355,65.047,0.123,-0.929,-0.346
1744041826375,2025-04-07T19.03.46.375,65.067,0.162,-0.938,-0.351
1744041826396,2025-04-07T19.03.46.396,65.088,0.201,-0.875,-0.375
1744041826416,2025-04-07T19.03.46.416,65.108,0.244,-0.879,-0.392
1744041826435,2025-04-07T19.03.46.435,65.127,0.267,-0.857,-0.400
1744041826456,2025-04-07T19.03.46.456,65.148,0.300,-0.881,-0.372
1744041826476,2025-04-07T19.03.46.476,65.168,0.340,-0.870,-0.344
1744041826497,2025-04-07T19.03.46.497,65.189,0.381,-0.847,-0.316
1744041826517,2025-04-07T19.03.46.517,65.209,0.395,-0.819,-0.319
1744041826538,2025-04-07T19.03.46.538,65.230,0.419,-0.826,-0.348
1744041826557,2025-04-07T19.03.46.557,65.249,0.456,-0.845,-0.364
1744041826577,2025-04-07T19.03.46.577,65.269,0.474,-0.839,-0.351
1744041826598,2025-04-07T19.03.46.598,65.290,0.482,-0.848,-0.336
1744041826618,2025-04-07T19.03.46.618,65.310,0.491,-0.843,-0.337
1744041826639,2025-04-07T19.03.46.639,65.331,0.492,-0.825,-0.348
1744041826659,2025-04-07T19.03.46.659,65.351,0.495,-0.829,-0.356
1744041826678,2025-04-07T19.03.46.678,65.370,0.467,-0.794,-0.382
1744041826699,2025-04-07T19.03.46.699,65.391,0.454,-0.781,-0.413
1744041826719,2025-04-07T19.03.46.719,65.411,0.431,-0.791,-0.427
1744041826740,2025-04-07T19.03.46.740,65.432,0.418,-0.800,-0.420
1744041826760,2025-04-07T19.03.46.760,65.452,0.398,-0.833,-0.391
1744041826779,2025-04-07T19.03.46.779,65.471,0.358,-0.857,-0.361
1744041826800,2025-04-07T19.03.46.800,65.492,0.320,-0.870,-0.363
1744041826820,2025-04-07T19.03.46.820,65.512,0.298,-0.894,-0.374
1744041826841,2025-04-07T19.03.46.841,65.533,0.276,-0.902,-0.365
1744041826861,2025-04-07T19.03.46.861,65.553,0.253,-0.906,-0.335
1744041826882,2025-04-07T19.03.46.882,65.574,0.217,-0.926,-0.305
1744041826901,2025-04-07T19.03.46.901,65.593,0.175,-0.930,-0.294
1744041826921,2025-04-07T19.03.46.921,65.613,0.136,-0.936,-0.308
1744041826942,2025-04-07T19.03.46.942,65.634,0.109,-0.920,-0.324
1744041826962,2025-04-07T19.03.46.962,65.654,0.078,-0.904,-0.328
1744041826983,2025-04-07T19.03.46.983,65.675,0.072,-0.903,-0.308
1744041827003,2025-04-07T19.03.47.003,65.695,0.045,-0.898,-0.288
1744041827023,2025-04-07T19.03.47.023,65.715,0.059,-0.920,-0.272
1744041827043,2025-04-07T19.03.47.043,65.735,0.078,-0.941,-0.257
1744041827064,2025-04-07T19.03.47.064,65.756,0.087,-0.929,-0.259
1744041827084,2025-04-07T19.03.47.084,65.776,0.104,-0.936,-0.284
1744041827105,2025-04-07T19.03.47.105,65.797,0.129,-0.920,-0.329
1744041827124,2025-04-07T19.03.47.124,65.816,0.147,-0.899,-0.372
1744041827144,2025-04-07T19.03.47.144,65.836,0.182,-0.901,-0.393
1744041827165,2025-04-07T19.03.47.165,65.857,0.195,-0.892,-0.393
1744041827185,2025-04-07T19.03.47.185,65.877,0.217,-0.883,-0.390
1744041827206,2025-04-07T19.03.47.206,65.898,0.244,-0.883,-0.399
1744041827226,2025-04-07T19.03.47.226,65.918,0.287,-0.884,-0.389
1744041827245,2025-04-07T19.03.47.245,65.937,0.303,-0.873,-0.370
1744041827266,2025-04-07T19.03.47.266,65.958,0.342,-0.857,-0.348
1744041827286,2025-04-07T19.03.47.286,65.978,0.374,-0.828,-0.347
1744041827307,2025-04-07T19.03.47.307,65.999,0.430,-0.832,-0.348
1744041827327,2025-04-07T19.03.47.327,66.019,0.455,-0.819,-0.346
1744041827348,2025-04-07T19.03.47.348,66.040,0.471,-0.827,-0.336
1744041827367,2025-04-07T19.03.47.367,66.059,0.481,-0.828,-0.323
1744041827387,2025-04-07T19.03.47.387,66.079,0.485,-0.819,-0.320
1744041827408,2025-04-07T19.03.47.408,66.100,0.490,-0.827,-0.333
1744041827428,2025-04-07T19.03.47.428,66.120,0.475,-0.841,-0.347
1744041827449,2025-04-07T19.03.47.449,66.141,0.434,-0.812,-0.374
1744041827468,2025-04-07T19.03.47.468,66.160,0.425,-0.829,-0.398
1744041827488,2025-04-07T19.03.47.488,66.180,0.424,-0.840,-0.407
1744041827509,2025-04-07T19.03.47.509,66.201,0.413,-0.854,-0.393
1744041827529,2025-04-07T19.03.47.529,66.221,0.368,-0.857,-0.379
1744041827550,2025-04-07T19.03.47.550,66.242,0.342,-0.857,-0.380
1744041827570,2025-04-07T19.03.47.570,66.262,0.321,-0.893,-0.383
1744041827589,2025-04-07T19.03.47.589,66.281,0.312,-0.922,-0.363
1744041827610,2025-04-07T19.03.47.610,66.302,0.265,-0.921,-0.348
1744041827630,2025-04-07T19.03.47.630,66.322,0.246,-0.887,-0.365
1744041827651,2025-04-07T19.03.47.651,66.343,0.230,-0.925,-0.363
1744041827671,2025-04-07T19.03.47.671,66.363,0.205,-0.903,-0.333
1744041827690,2025-04-07T19.03.47.690,66.382,0.181,-0.867,-0.308
1744041827711,2025-04-07T19.03.47.711,66.403,0.143,-0.855,-0.311
1744041827732,2025-04-07T19.03.47.732,66.424,0.110,-0.846,-0.343
1744041827752,2025-04-07T19.03.47.752,66.444,0.106,-0.881,-0.353
1744041827773,2025-04-07T19.03.47.773,66.465,0.073,-0.879,-0.336
1744041827793,2025-04-07T19.03.47.793,66.485,0.054,-0.884,-0.307
1744041827812,2025-04-07T19.03.47.812,66.504,0.060,-0.933,-0.283
1744041827833,2025-04-07T19.03.47.833,66.525,0.068,-0.950,-0.275
1744041827853,2025-04-07T19.03.47.853,66.545,0.067,-0.964,-0.285
1744041827874,2025-04-07T19.03.47.874,66.566,0.081,-0.953,-0.333
1744041827894,2025-04-07T19.03.47.894,66.586,0.117,-0.968,-0.363
1744041827915,2025-04-07T19.03.47.915,66.607,0.140,-0.942,-0.373
1744041827934,2025-04-07T19.03.47.934,66.626,0.174,-0.898,-0.384
1744041827954,2025-04-07T19.03.47.954,66.646,0.215,-0.915,-0.368
1744041827975,2025-04-07T19.03.47.975,66.667,0.249,-0.877,-0.343
1744041827995,2025-04-07T19.03.47.995,66.687,0.281,-0.844,-0.339
1744041828016,2025-04-07T19.03.48.016,66.708,0.308,-0.869,-0.363
1744041828035,2025-04-07T19.03.48.035,66.727,0.344,-0.886,-0.380
1744041828055,2025-04-07T19.03.48.055,66.747,0.384,-0.871,-0.371
1744041828076,2025-04-07T19.03.48.076,66.768,0.430,-0.862,-0.356
1744041828096,2025-04-07T19.03.48.096,66.788,0.450,-0.851,-0.343
1744041828117,2025-04-07T19.03.48.117,66.809,0.450,-0.841,-0.335
1744041828137,2025-04-07T19.03.48.137,66.829,0.467,-0.814,-0.338
1744041828156,2025-04-07T19.03.48.156,66.848,0.491,-0.797,-0.345
1744041828177,2025-04-07T19.03.48.177,66.869,0.500,-0.769,-0.356
1744041828197,2025-04-07T19.03.48.197,66.889,0.490,-0.769,-0.365
1744041828218,2025-04-07T19.03.48.218,66.910,0.499,-0.783,-0.361
1744041828238,2025-04-07T19.03.48.238,66.930,0.483,-0.779,-0.339
1744041828259,2025-04-07T19.03.48.259,66.951,0.460,-0.780,-0.328
1744041828278,2025-04-07T19.03.48.278,66.970,0.435,-0.793,-0.360
1744041828298,2025-04-07T19.03.48.298,66.990,0.434,-0.825,-0.411
1744041828319,2025-04-07T19.03.48.319,67.011,0.428,-0.876,-0.429
1744041828339,2025-04-07T19.03.48.339,67.031,0.410,-0.903,-0.412
1744041828360,2025-04-07T19.03.48.360,67.052,0.360,-0.895,-0.394
1744041828379,2025-04-07T19.03.48.379,67.071,0.323,-0.898,-0.381
1744041828399,2025-04-07T19.03.48.399,67.091,0.278,-0.923,-0.360
1744041828420,2025-04-07T19.03.48.420,67.112,0.228,-0.926,-0.322
1744041828440,2025-04-07T19.03.48.440,67.132,0.168,-0.912,-0.294
1744041828461,2025-04-07T19.03.48.461,67.153,0.125,-0.882,-0.306
1744041828482,2025-04-07T19.03.48.482,67.174,0.091,-0.898,-0.326
1744041828501,2025-04-07T19.03.48.501,67.193,0.075,-0.912,-0.328
1744041828521,2025-04-07T19.03.48.521,67.213,0.066,-0.925,-0.296
1744041828542,2025-04-07T19.03.48.542,67.234,0.040,-0.912,-0.278
1744041828562,2025-04-07T19.03.48.562,67.254,0.053,-0.926,-0.269
1744041828583,2025-04-07T19.03.48.583,67.275,0.067,-0.929,-0.261
1744041828602,2025-04-07T19.03.48.602,67.294,0.063,-0.916,-0.273
1744041828622,2025-04-07T19.03.48.622,67.314,0.095,-0.918,-0.307
1744041828643,2025-04-07T19.03.48.643,67.335,0.143,-0.929,-0.314
1744041828663,2025-04-07T19.03.48.663,67.355,0.154,-0.909,-0.311
1744041828684,2025-04-07T19.03.48.684,67.376,0.178,-0.904,-0.331
1744041828704,2025-04-07T19.03.48.704,67.396,0.222,-0.926,-0.353
1744041828723,2025-04-07T19.03.48.723,67.415,0.262,-0.917,-0.364
1744041828744,2025-04-07T19.03.48.744,67.436,0.271,-0.909,-0.378
1744041828764,2025-04-07T19.03.48.764,67.456,0.293,-0.877,-0.403
1744041828785,2025-04-07T19.03.48.785,67.477,0.331,-0.877,-0.416
1744041828805,2025-04-07T19.03.48.805,67.497,0.342,-0.853,-0.407
1744041828826,2025-04-07T19.03.48.826,67.518,0.338,-0.855,-0.389
1744041828845,2025-04-07T19.03.48.845,67.537,0.361,-0.850,-0.375
1744041828865,2025-04-07T19.03.48.865,67.557,0.392,-0.852,-0.349
1744041828886,2025-04-07T19.03.48.886,67.578,0.405,-0.822,-0.317
1744041828906,2025-04-07T19.03.48.906,67.598,0.427,-0.823,-0.290
1744041828927,2025-04-07T19.03.48.927,67.619,0.436,-0.820,-0.291
1744041828946,2025-04-07T19.03.48.946,67.638,0.459,-0.822,-0.303
1744041828966,2025-04-07T19.03.48.966,67.658,0.458,-0.826,-0.319
1744041828987,2025-04-07T19.03.48.987,67.679,0.464,-0.827,-0.331
1744041829007,2025-04-07T19.03.49.007,67.699,0.462,-0.838,-0.318
1744041829028,2025-04-07T19.03.49.028,67.720,0.446,-0.818,-0.305
1744041829048,2025-04-07T19.03.49.048,67.740,0.431,-0.789,-0.330
1744041829067,2025-04-07T19.03.49.067,67.759,0.428,-0.796,-0.380
1744041829088,2025-04-07T19.03.49.088,67.780,0.432,-0.816,-0.400
1744041829108,2025-04-07T19.03.49.108,67.800,0.426,-0.829,-0.390
1744041829129,2025-04-07T19.03.49.129,67.821,0.415,-0.858,-0.371
1744041829149,2025-04-07T19.03.49.149,67.841,0.382,-0.878,-0.353
1744041829170,2025-04-07T19.03.49.170,67.862,0.325,-0.875,-0.371
1744041829189,2025-04-07T19.03.49.189,67.881,0.287,-0.906,-0.401
1744041829210,2025-04-07T19.03.49.210,67.902,0.276,-0.921,-0.394
1744041829230,2025-04-07T19.03.49.230,67.922,0.232,-0.927,-0.353
1744041829251,2025-04-07T19.03.49.251,67.943,0.171,-0.932,-0.303
1744041829271,2025-04-07T19.03.49.271,67.963,0.146,-0.932,-0.273
1744041829290,2025-04-07T19.03.49.290,67.982,0.128,-0.915,-0.267
1744041829311,2025-04-07T19.03.49.311,68.003,0.102,-0.897,-0.275
1744041829331,2025-04-07T19.03.49.331,68.023,0.068,-0.908,-0.292
1744041829352,2025-04-07T19.03.49.352,68.044,0.051,-0.910,-0.290
1744041829372,2025-04-07T19.03.49.372,68.064,0.043,-0.907,-0.268
1744041829393,2025-04-07T19.03.49.393,68.085,0.047,-0.928,-0.254
1744041829412,2025-04-07T19.03.49.412,68.104,0.070,-0.918,-0.259
1744041829432,2025-04-07T19.03.49.432,68.124,0.079,-0.925,-0.267
1744041829453,2025-04-07T19.03.49.453,68.145,0.099,-0.956,-0.276
1744041829473,2025-04-07T19.03.49.473,68.165,0.120,-0.913,-0.299
1744041829494,2025-04-07T19.03.49.494,68.186,0.148,-0.917,-0.329
1744041829514,2025-04-07T19.03.49.514,68.206,0.181,-0.945,-0.320
1744041829533,2025-04-07T19.03.49.533,68.225,0.186,-0.913,-0.315
1744041829554,2025-04-07T19.03.49.554,68.246,0.213,-0.887,-0.336
1744041829574,2025-04-07T19.03.49.574,68.266,0.265,-0.898,-0.346
1744041829595,2025-04-07T19.03.49.595,68.287,0.282,-0.867,-0.356
1744041829615,2025-04-07T19.03.49.615,68.307,0.300,-0.852,-0.356
1744041829634,2025-04-07T19.03.49.634,68.326,0.336,-0.857,-0.352
1744041829655,2025-04-07T19.03.49.655,68.347,0.364,-0.835,-0.354
1744041829675,2025-04-07T19.03.49.675,68.367,0.374,-0.847,-0.359
1744041829696,2025-04-07T19.03.49.696,68.388,0.391,-0.865,-0.364
1744041829716,2025-04-07T19.03.49.716,68.408,0.406,-0.879,-0.361
1744041829737,2025-04-07T19.03.49.737,68.429,0.414,-0.881,-0.359
1744041829756,2025-04-07T19.03.49.756,68.448,0.414,-0.874,-0.362
1744041829776,2025-04-07T19.03.49.776,68.468,0.408,-0.879,-0.376
1744041829797,2025-04-07T19.03.49.797,68.489,0.413,-0.874,-0.396
1744041829817,2025-04-07T19.03.49.817,68.509,0.423,-0.886,-0.388
1744041829838,2025-04-07T19.03.49.838,68.530,0.403,-0.860,-0.365
1744041829858,2025-04-07T19.03.49.858,68.550,0.395,-0.842,-0.355
1744041829878,2025-04-07T19.03.49.878,68.570,0.390,-0.842,-0.365
1744041829898,2025-04-07T19.03.49.898,68.590,0.383,-0.851,-0.373
1744041829919,2025-04-07T19.03.49.919,68.611,0.365,-0.863,-0.365
1744041829939,2025-04-07T19.03.49.939,68.631,0.340,-0.878,-0.347
1744041829960,2025-04-07T19.03.49.960,68.652,0.310,-0.890,-0.341
1744041829979,2025-04-07T19.03.49.979,68.671,0.280,-0.908,-0.354
1744041829999,2025-04-07T19.03.49.999,68.691,0.255,-0.937,-0.356
1744041830020,2025-04-07T19.03.50.020,68.712,0.227,-0.929,-0.343
1744041830040,2025-04-07T19.03.50.040,68.732,0.200,-0.929,-0.299
1744041830061,2025-04-07T19.03.50.061,68.753,0.150,-0.922,-0.268
1744041830081,2025-04-07T19.03.50.081,68.773,0.116,-0.901,-0.266
1744041830100,2025-04-07T19.03.50.100,68.792,0.084,-0.906,-0.281
1744041830121,2025-04-07T19.03.50.121,68.813,0.066,-0.894,-0.291
1744041830141,2025-04-07T19.03.50.141,68.833,0.043,-0.894,-0.282
1744041830162,2025-04-07T19.03.50.162,68.854,0.010,-0.896,-0.264
1744041830182,2025-04-07T19.03.50.182,68.874,0.018,-0.908,-0.248
1744041830203,2025-04-07T19.03.50.203,68.895,0.029,-0.917,-0.229
1744041830222,2025-04-07T19.03.50.222,68.914,0.037,-0.900,-0.225
1744041830242,2025-04-07T19.03.50.242,68.934,0.061,-0.932,-0.231
1744041830263,2025-04-07T19.03.50.263,68.955,0.073,-0.933,-0.263
1744041830283,2025-04-07T19.03.50.283,68.975,0.101,-0.930,-0.305
1744041830304,2025-04-07T19.03.50.304,68.996,0.120,-0.938,-0.340
1744041830323,2025-04-07T19.03.50.323,69.015,0.129,-0.908,-0.374
1744041830343,2025-04-07T19.03.50.343,69.035,0.172,-0.921,-0.379
1744041830364,2025-04-07T19.03.50.364,69.056,0.182,-0.921,-0.369
1744041830384,2025-04-07T19.03.50.384,69.076,0.199,-0.892,-0.369
1744041830405,2025-04-07T19.03.50.405,69.097,0.229,-0.896,-0.385
1744041830425,2025-04-07T19.03.50.425,69.117,0.248,-0.887,-0.395
1744041830444,2025-04-07T19.03.50.444,69.136,0.275,-0.857,-0.398
1744041830465,2025-04-07T19.03.50.465,69.157,0.318,-0.873,-0.385
1744041830485,2025-04-07T19.03.50.485,69.177,0.333,-0.865,-0.383
1744041830506,2025-04-07T19.03.50.506,69.198,0.364,-0.881,-0.376
1744041830526,2025-04-07T19.03.50.526,69.218,0.377,-0.889,-0.373
1744041830547,2025-04-07T19.03.50.547,69.239,0.395,-0.890,-0.366
1744041830566,2025-04-07T19.03.50.566,69.258,0.400,-0.886,-0.364
1744041830586,2025-04-07T19.03.50.586,69.278,0.405,-0.882,-0.368
1744041830607,2025-04-07T19.03.50.607,69.299,0.393,-0.864,-0.376
1744041830628,2025-04-07T19.03.50.628,69.320,0.396,-0.863,-0.380
1744041830648,2025-04-07T19.03.50.648,69.340,0.383,-0.868,-0.382
1744041830667,2025-04-07T19.03.50.667,69.359,0.362,-0.842,-0.391
1744041830688,2025-04-07T19.03.50.688,69.380,0.355,-0.857,-0.407
1744041830708,2025-04-07T19.03.50.708,69.400,0.353,-0.862,-0.409
1744041830729,2025-04-07T19.03.50.729,69.421,0.348,-0.868,-0.394
1744041830749,2025-04-07T19.03.50.749,69.441,0.336,-0.912,-0.365
1744041830770,2025-04-07T19.03.50.770,69.462,0.293,-0.899,-0.355
1744041830789,2025-04-07T19.03.50.789,69.481,0.268,-0.891,-0.381
1744041830809,2025-04-07T19.03.50.809,69.501,0.252,-0.915,-0.429
1744041830830,2025-04-07T19.03.50.830,69.522,0.247,-0.941,-0.429
1744041830850,2025-04-07T19.03.50.850,69.542,0.239,-0.937,-0.370
1744041830871,2025-04-07T19.03.50.871,69.563,0.231,-0.922,-0.288
1744041830891,2025-04-07T19.03.50.891,69.583,0.218,-0.878,-0.224
1744041830910,2025-04-07T19.03.50.910,69.602,0.189,-0.806,-0.226
1744041830931,2025-04-07T19.03.50.931,69.623,0.194,-0.797,-0.260
1744041830951,2025-04-07T19.03.50.951,69.643,0.181,-0.815,-0.300
1744041830972,2025-04-07T19.03.50.972,69.664,0.140,-0.820,-0.346
1744041830992,2025-04-07T19.03.50.992,69.684,0.129,-0.843,-0.382
1744041831011,2025-04-07T19.03.51.011,69.703,0.112,-0.906,-0.398
1744041831032,2025-04-07T19.03.51.032,69.724,0.096,-0.969,-0.386
1744041831052,2025-04-07T19.03.51.052,69.744,0.073,-1.009,-0.338
1744041831073,2025-04-07T19.03.51.073,69.765,0.057,-1.005,-0.294
1744041831093,2025-04-07T19.03.51.093,69.785,0.042,-0.979,-0.283
1744041831114,2025-04-07T19.03.51.114,69.806,0.049,-0.976,-0.270
1744041831133,2025-04-07T19.03.51.133,69.825,0.060,-0.923,-0.241
1744041831153,2025-04-07T19.03.51.153,69.845,0.068,-0.868,-0.218
1744041831174,2025-04-07T19.03.51.174,69.866,0.097,-0.851,-0.237
1744041831194,2025-04-07T19.03.51.194,69.886,0.161,-0.855,-0.292
1744041831215,2025-04-07T19.03.51.215,69.907,0.198,-0.858,-0.345
1744041831235,2025-04-07T19.03.51.235,69.927,0.244,-0.864,-0.347
1744041831254,2025-04-07T19.03.51.254,69.946,0.265,-0.835,-0.375
1744041831275,2025-04-07T19.03.51.275,69.967,0.315,-0.827,-0.417
1744041831295,2025-04-07T19.03.51.295,69.987,0.375,-0.853,-0.427
1744041831316,2025-04-07T19.03.51.316,70.008,0.384,-0.842,-0.430
1744041831336,2025-04-07T19.03.51.336,70.028,0.400,-0.843,-0.427
1744041831356,2025-04-07T19.03.51.356,70.048,0.413,-0.880,-0.418
1744041831376,2025-04-07T19.03.51.376,70.068,0.426,-0.873,-0.403
1744041831397,2025-04-07T19.03.51.397,70.089,0.420,-0.872,-0.395
1744041831417,2025-04-07T19.03.51.417,70.109,0.410,-0.881,-0.393
1744041831438,2025-04-07T19.03.51.438,70.130,0.401,-0.861,-0.407
1744041831458,2025-04-07T19.03.51.458,70.150,0.399,-0.875,-0.411
1744041831477,2025-04-07T19.03.51.477,70.169,0.383,-0.875,-0.417
1744041831498,2025-04-07T19.03.51.498,70.190,0.389,-0.911,-0.415
1744041831518,2025-04-07T19.03.51.518,70.210,0.371,-0.950,-0.391
1744041831539,2025-04-07T19.03.51.539,70.231,0.338,-0.912,-0.391
1744041831559,2025-04-07T19.03.51.559,70.251,0.332,-0.879,-0.432
1744041831580,2025-04-07T19.03.51.580,70.272,0.330,-0.888,-0.445
1744041831599,2025-04-07T19.03.51.599,70.291,0.304,-0.878,-0.406
1744041831619,2025-04-07T19.03.51.619,70.311,0.254,-0.874,-0.346
1744041831640,2025-04-07T19.03.51.640,70.332,0.221,-0.850,-0.318
1744041831660,2025-04-07T19.03.51.660,70.352,0.206,-0.854,-0.328
1744041831681,2025-04-07T19.03.51.681,70.373,0.206,-0.868,-0.353
1744041831700,2025-04-07T19.03.51.700,70.392,0.199,-0.896,-0.341
1744041831720,2025-04-07T19.03.51.720,70.412,0.163,-0.895,-0.317
1744041831741,2025-04-07T19.03.51.741,70.433,0.141,-0.909,-0.304
1744041831761,2025-04-07T19.03.51.761,70.453,0.129,-0.927,-0.288
1744041831782,2025-04-07T19.03.51.782,70.474,0.093,-0.926,-0.281
1744041831802,2025-04-07T19.03.51.802,70.494,0.056,-0.903,-0.307
1744041831821,2025-04-07T19.03.51.821,70.513,0.040,-0.894,-0.340
1744041831842,2025-04-07T19.03.51.842,70.534,0.034,-0.911,-0.329
1744041831862,2025-04-07T19.03.51.862,70.554,0.022,-0.934,-0.292
1744041831883,2025-04-07T19.03.51.883,70.575,0.021,-0.936,-0.259
1744041831903,2025-04-07T19.03.51.903,70.595,0.037,-0.935,-0.246
1744041831924,2025-04-07T19.03.51.924,70.616,0.071,-0.950,-0.257
1744041831943,2025-04-07T19.03.51.943,70.635,0.095,-0.945,-0.283
1744041831963,2025-04-07T19.03.51.963,70.655,0.104,-0.930,-0.310
1744041831984,2025-04-07T19.03.51.984,70.676,0.135,-0.895,-0.356
1744041832004,2025-04-07T19.03.52.004,70.696,0.181,-0.894,-0.380
1744041832025,2025-04-07T19.03.52.025,70.717,0.209,-0.870,-0.381
